y,x1,x2,x3,x4,x5
369.23,0.275,23.2,3,125,80
363.86,0.275,23.2,3,125,80
370.13,0.271,23.2,3,127,83
363.74,0.275,23.2,3,127,83
371.15,0.275,23.2,3,127,83
365.86,0.271,23.2,3,124,87
370.79,0.277,23.3,3,124,87
364,0.267,23.6,3,131,91
373.1,0.279,23.4,3,131,91
373.1,0.279,23.4,3,131,91
373.1,0.279,23.4,3,131,91
368.26,0.281,23.5,3,133,85
369.65,0.277,23.2,3,133,85
371.34,0.277,23.2,3,133,85
369.5,0.281,23.5,3,139,87
369.5,0.274,23.5,3,130,89
367.05,0.277,23.3,3,124,87
370.86,0.277,23.3,3,124,87
370.86,0.277,23.3,3,124,87
364.4,0.277,23.3,3,125,84
367.2,0.277,23.3,3,129,87
365.2,0.274,23.3,3,129,87
367.23,0.275,23.2,3,129,80
364.37,0.275,23.2,3,129,80
364.41,0.275,23.2,3,129,80
363.87,0.271,23.2,3,127,90
367.05,0.271,23.2,3,127,90
368.48,0.271,23.2,3,127,90
367.08,0.271,23.2,3,127,90
368.7,0.274,23.3,3,129,87
366.2,0.274,23.5,3,129,87
366.2,0.274,23.5,3,129,87
373.7,0.284,23.4,3,126,88
373.7,0.284,23.4,3,126,88
373.8,0.279,23.4,3,126,88
374.9,0.279,23.4,3,126,88
371.1,0.279,23.4,3,128,3
375.14,0.283,23.4,3,125,79
376.47,0.283,23.4,3,125,79
375.73,0.283,23.2,3,125,79
377.01,0.283,23.2,3,125,79
375.55,0.283,23.2,3,131,85
375.01,0.283,23.2,3,139,87
371.03,0.283,23.2,3,139,87
372.05,0.277,23.2,3,125,90
372.05,0.277,23.2,3,125,90
371.3,0.284,23.4,3,128,87
384.8,0.301,19,3,128,87
381.2,0.301,19.2,3,128,87
383.2,0.304,20.6,3,128,87
381.8,0.304,21.7,3,128,87
389.2,0.309,20.4,3,128,87
383.2,0.304,20.6,3,128,87
381.8,0.304,21.7,3,128,87
373.8,0.279,23.4,3,130,90
373.8,0.279,23.4,3,130,90
373.8,0.279,23.4,3,130,90
387.4,0.306,21.6,3,130,90
389.2,0.309,20.4,3,130,90
387.4,0.306,21.6,3,130,90
387.4,0.306,21.6,3,130,90
372.5,0.279,23.4,3,131,89
372.5,0.279,23.4,3,131,89
399.3,0.332,21.2,3,130,85
370.39,0.28,23.5,3,144,86
370.4,0.28,23.5,3,144,86
370.4,0.28,23.5,3,144,86
368.56,0.27,23.9,3,80,51
367.62,0.27,23.9,3,86,44
366.89,0.27,23.9,3,86,44
366.89,0.27,23.9,3,86,44
385,0.308,21.9,3,73,49
382.22,0.297,23.7,3,77,51
379.59,0.297,23.7,3,77,51
384.51,0.305,21.6,3,92,50
384.51,0.305,21.6,3,92,50
385.4,0.305,21.6,3,94,51
388.1,0.305,21.9,3,94,51
386.58,0.305,21.6,3,94,50
386.58,0.305,21.6,3,94,50
384.7,0.305,21.6,3,94,51
386.5,0.305,21.9,3,93,67
389.5,0.308,21.9,3,93,67
367.68,0.27,23.9,3,91,50
369.14,0.29,23,3,86,50
369.1,0.28,23,3,86,50
376.32,0.295,23,3,86,50
369.13,0.28,23,3,88,50
377.92,0.285,23,3,88,50
379.71,0.302,23.1,3,91,51
377.3,0.292,23,3,78,48
373.2,0.292,23,3,78,48
377.3,0.292,23,3,78,48
377.5,0.3,23.2,3,84,50
379.5,0.3,23.2,3,85,51
379.5,0.297,23.2,3,85,50
379.5,0.297,23,3,85,50
379.5,0.297,23,3,87,51
374.9,0.295,23,3,87,51
374.9,0.295,23,3,87,51
382.14,0.302,23.5,3,88,50
378.19,0.302,23.1,3,91,51
380.2,0.302,23.1,3,90,48
381.84,0.3,23.3,3,87,50
378.6,0.302,23,3,87,51
379.73,0.298,23.2,3,86,48
379.73,0.298,23.2,3,86,48
380.25,0.298,23.2,3,88,50
380.25,0.298,23.2,3,88,50
351.7,0.231,23.8,3,126,51
364,0.267,23.6,3,126,51
383.2,0.286,23.3,3,126,51
369.43,0.256,23.4,3,115,61
366.2,0.253,23.6,3,128,70
366.2,0.253,23.6,3,128,70
364.9,0.253,23.6,3,128,70
367.5,0.256,23.4,3,123,60
369.13,0.28,23.4,3,109,69
373.7,0.28,23.4,3,95,49
371.65,0.28,23.4,3,95,49
371.81,0.28,23.4,3,100,56
371.46,0.28,23.4,3,100,56
380.7,0.302,23.1,3,85,68
382.7,0.302,23.1,3,85,68
383.07,0.294,23.1,3,92,50
383.54,0.295,22.4,3,85,55
381.5,0.3,23,3,85,55
384.7,0.296,21.8,3,91,51
387.7,0.296,22.1,3,86,52
387.7,0.296,22.1,3,86,52
387.8,0.296,22.1,3,86,52
383.23,0.293,22.1,3,88,50
384.26,0.293,22.1,3,88,50
384.21,0.293,22.3,3,87,51
384.21,0.293,22.3,3,87,51
386.44,0.293,22.3,3,87,51
382.9,0.3,21.7,3,84,49
382.69,0.3,22,3,84,49
382.46,0.295,22.6,3,102,49
380.78,0.295,22.6,3,102,49
384.04,0.295,22.6,3,101,69
384.04,0.295,22.6,3,101,69
379,0.295,22.6,3,102,75
384.1,0.295,22.6,3,102,75
386.64,0.295,22.3,3,102,75
381.79,0.295,21.7,3,102,75
385.72,0.295,21.7,3,102,75
381.05,0.295,21.7,3,110,75
381.22,0.295,21.7,3,108,76
384.95,0.295,21.7,3,109,77
391.54,0.315,21.9,3,73,49
391.63,0.315,21.9,3,73,49
391.66,0.315,21.2,3,73,49
391.66,0.315,21.2,3,73,49
392.8,0.322,22.5,3,73,49
392.78,0.322,22.5,3,73,49
392.79,0.322,22.5,3,73,49
390.83,0.322,22.5,3,73,49
368.14,0.261,23.8,3,120,71
368.69,0.261,23.6,3,120,71
367.13,0.261,23.8,3,119,67
367.8,0.256,23.8,3,119,67
382.7,0.295,22.4,3,119,67
368.69,0.261,23.6,3,119,67
370.55,0.271,23.6,3,119,67
370.56,0.271,23.6,3,119,67
371.6,0.275,23.4,3,114,80
371.6,0.275,23.4,3,114,80
371.6,0.275,23.4,3,114,80
371.6,0.275,23.4,3,114,80
395.85,0.317,21.6,3,114,80
394.8,0.317,21.6,3,114,80
394.8,0.317,21.6,3,114,80
406.3,0.335,21,3,114,80
406.3,0.335,21,3,114,80
406.3,0.335,21,3,114,80
369.35,0.269,23.4,3,112,52
378.9,0.289,23,3,112,52
372.16,0.271,23.6,3,113,71
370.55,0.271,23.6,3,113,71
370.55,0.271,23.6,3,113,71
376,0.277,23.6,3,102,66
376.01,0.277,23.6,3,110,68
372.25,0.277,23.6,3,110,68
380.76,0.295,22.6,3,104,71
393.06,0.302,22,3,104,71
393.04,0.302,22,3,104,71
378.9,0.289,23,3,112,58
379.3,0.292,23,3,112,58
379.3,0.292,23,3,110,67
391.96,0.305,22,3,106,68
388.95,0.305,22.2,3,106,68
388.57,0.305,22.7,3,106,68
391.3,0.305,21.2,3,106,68
392.74,0.305,22,3,108,70
392.74,0.305,22,3,108,70
389.6,0.305,22,3,82,69
387.6,0.3,22,3,82,69
390.44,0.302,22,3,102,71
393.03,0.302,22,3,102,71
360.5,0.238,24,3,132,74
364.9,0.25,23.8,3,132,74
364.9,0.25,23.8,3,132,74
364.9,0.25,23.8,3,132,74
369.9,0.266,23.6,3,132,74
376,0.27,23.5,3,132,74
376,0.27,23.5,3,132,74
376,0.27,23.5,3,132,74
364.4,0.256,23.8,3,125,69
364.4,0.256,23.8,3,125,69
364.4,0.256,23.8,3,125,69
374,0.274,23.5,3,125,69
376.8,0.274,23.5,3,125,69
373.7,0.274,23.5,3,125,69
364.9,0.25,23.8,3,100,79
370.4,0.271,23.6,3,131,77
375.2,0.27,23.5,3,131,77
369.9,0.271,23.6,3,131,77
377.53,0.279,23.5,3,109,77
395.24,0.305,22.6,3,109,77
395.82,0.305,22.6,3,109,77
371.48,0.27,23.5,3,112,79
373.88,0.27,23.5,3,112,79
374.1,0.27,23.5,3,116,80
377.1,0.274,23.6,3,125,76
376.8,0.274,23.5,3,125,76
376.8,0.274,23.5,3,125,76
375.2,0.27,23.5,3,133,79
370.2,0.27,23.5,3,133,79
373.53,0.271,23.9,3,101,81
373.56,0.271,23.9,3,101,81
371.45,0.271,23.9,3,101,81
370.1,0.271,23.9,3,101,81
373.56,0.271,23.9,3,103,73
391,0.305,22.9,3,103,73
390.64,0.305,23.2,3,103,73
373.8,0.266,23.6,3,138,81
372.4,0.266,23.6,3,138,81
378.13,0.266,23.6,3,113,77
383.05,0.266,23.6,3,113,77
379.42,0.266,23.6,3,113,77
380.16,0.275,23.6,3,113,77
380.26,0.275,23.6,3,113,77
383.42,0.275,23.6,3,96,79
383.22,0.278,23.1,3,96,79
390.95,0.305,22.6,3,107,79
395.18,0.305,22.6,3,107,79
395.2,0.305,22.6,3,107,79
369.2,0.256,23.7,3,122,78
367.8,0.256,23.5,3,122,78
369.2,0.256,23.7,3,122,78
367.8,0.256,23.5,3,122,78
365.9,0.256,23.7,3,122,78
365.9,0.256,23.7,3,122,78
365.9,0.256,23.7,3,122,78
365.9,0.256,23.7,3,122,78
370.4,0.256,23.5,3,105,50
374.1,0.27,23.5,3,105,50
365.63,0.254,23.6,3,139,78
373.7,0.265,23.6,3,139,78
372.07,0.26,23.5,3,116,77
371.99,0.27,23.5,3,116,77
370.8,0.265,23.7,3,126,78
370.8,0.265,23.7,3,126,78
373.2,0.275,23.5,3,126,78
373.2,0.275,23.5,3,126,78
373.62,0.27,23.5,3,118,78
373.79,0.267,23.5,3,118,78
377.06,0.267,23.5,3,123,81
377.06,0.267,23.5,3,123,81
377.08,0.267,23.5,3,123,81
378.98,0.272,23.5,3,123,81
372.3,0.265,23.5,3,130,78
372.3,0.265,23.5,3,130,78
371.04,0.265,23.5,3,134,80
372.75,0.265,23.6,3,134,80
372.77,0.265,23.6,3,138,78
375.12,0.265,23.6,3,138,78
372.83,0.265,23.6,3,138,78
371.5,0.273,23.7,3,131,78
380.2,0.284,23.5,3,131,78
370.7,0.273,23.5,3,136,79
374.2,0.273,23.5,3,136,79
374.2,0.273,23.5,3,140,80
374.2,0.273,23.5,3,140,80
374.82,0.273,23.3,3,128,80
375.13,0.265,23.6,3,140,81
372.8,0.265,23.6,3,140,81
377.14,0.265,23.6,3,140,81
376,0.27,23.5,3,129,75
390.7,0.296,22.9,3,129,75
393.7,0.296,22.9,3,129,75
420.1,0.345,21.1,3,129,75
385,0.287,23.2,3,148,51
383.81,0.287,23.2,3,148,51
406.8,0.329,21.5,3,142,77
406.8,0.329,21.5,3,142,77
413.9,0.345,21.1,3,142,77
420.1,0.345,21.1,3,142,77
413.9,0.345,21.1,3,142,77
373.2,0.266,23.4,3,99,75
374.2,0.272,23.4,3,99,75
380.7,0.29,23.3,3,99,75
372.69,0.269,23.2,3,92,49
379.06,0.286,23.2,3,92,49
380.96,0.276,23.2,3,92,49
372.68,0.276,23.2,3,91,50
371.76,0.276,23.2,3,91,50
371.69,0.272,23.4,3,95,51
375.12,0.272,23.4,3,96,51
376.84,0.272,23.4,3,98,62
371.03,0.272,23.4,3,98,62
371.05,0.272,23.4,3,98,62
371.05,0.272,23.4,3,98,62
373.74,0.267,23.5,3,110,81
376.45,0.267,23.5,3,110,81
371.43,0.265,23.8,3,111,78
370.92,0.265,24,3,114,78
370.92,0.265,24,3,114,78
370.93,0.265,24,3,114,78
371.76,0.276,23.2,3,93,51
371.79,0.276,23.2,3,93,51
371.68,0.272,23.4,3,93,51
371.76,0.276,23.2,3,93,51
384.9,0.29,23.3,3,95,61
384.5,0.287,23.3,3,95,61
385.2,0.295,22.7,3,96,52
381.3,0.292,22.7,3,96,52
384.4,0.292,22.7,3,95,70
385.2,0.292,22.7,3,96,77
382.2,0.287,22.7,3,96,77
388.3,0.294,22.7,3,96,77
388.3,0.294,22.7,3,96,77
388.3,0.294,22.7,3,99,78
388.3,0.294,22.7,3,99,78
371.2,0.268,23.4,3,108,81
365.2,0.265,23.5,3,108,81
370.9,0.261,23.4,3,103,77
370.3,0.265,23.4,3,103,77
370.3,0.265,23.4,3,103,77
377.4,0.28,23.3,3,103,77
378.2,0.279,23.4,3,85,69
371.79,0.274,23.4,3,85,69
372.47,0.274,23.4,3,91,74
373.24,0.274,23.4,3,91,74
371.3,0.273,23.4,3,99,77
371.3,0.268,23.4,3,99,77
371.8,0.268,23.4,3,99,77
377.19,0.279,23.4,3,82,57
378.29,0.282,23.4,3,82,57
381.3,0.289,23.4,3,79,51
377.36,0.289,23.4,3,79,51
380.16,0.289,23.4,3,75,50
381.32,0.289,23.4,3,75,50
381.7,0.285,22.6,3,110,75
384.1,0.288,22.5,3,110,75
387.2,0.29,22.5,3,110,75
386.7,0.3,22.3,3,110,75
386.7,0.3,22.3,3,110,75
388.8,0.306,22.3,3,111,76
388.8,0.306,22.3,3,111,76
388.8,0.306,22.3,3,111,76
388.8,0.306,22.3,3,111,76
397.2,0.31,22.2,3,111,76
397.2,0.31,22.2,3,111,76
397.2,0.31,22.2,3,111,76
396.61,0.315,23.2,3,111,79
363.4,0.265,23.5,3,115,78
368.5,0.267,23.9,3,115,78
363.6,0.267,23.9,3,115,78
378.1,0.278,23.8,3,105,77
374.1,0.274,23.8,3,105,77
374.1,0.274,23.8,3,105,77
383.7,0.284,23.8,3,105,77
383.7,0.284,23.8,3,105,77
376.16,0.275,23.8,3,106,77
376.32,0.275,23.8,3,106,77
376.4,0.275,23.8,3,106,77
382.65,0.283,23.8,3,107,78
379.76,0.283,23.8,3,107,78
382.1,0.292,23.4,3,104,79
391.1,0.292,23.4,3,104,79
379.77,0.283,23.8,3,105,80
380.7,0.283,23.8,3,105,80
387,0.294,23.4,3,106,76
387.37,0.292,23.1,3,105,79
387.34,0.292,22.9,3,105,79
387.34,0.292,22.9,3,105,79
390.6,0.307,22.3,3,126,77
390.6,0.307,22.3,3,126,77
393.6,0.309,22.6,3,126,77
393.6,0.309,22.6,3,126,77
419.8,0.357,20.9,3,114,79
363.7,0.248,24.1,3,113,75
363.8,0.256,24.2,3,113,75
370.9,0.256,24.2,3,113,75
368.2,0.255,23.9,3,113,75
369.56,0.264,23.9,3,96,80
370.2,0.262,23.9,3,96,80
372.7,0.272,23.9,3,96,80
375.6,0.272,23.9,3,96,80
369.8,0.264,23.9,3,102,81
373.4,0.267,23.9,3,102,81
370.2,0.262,23.9,3,90,68
372.5,0.265,23.8,3,90,68
374.9,0.265,23.8,3,90,68
387.4,0.296,22.9,3,90,68
389.1,0.296,22.7,3,90,68
388.4,0.296,22.7,3,90,68
371.72,0.26,24.6,3,107,75
387.96,0.289,22.6,3,107,75
387.2,0.289,22.6,3,107,75
372.62,0.26,24.6,3,113,77
372.59,0.263,24.3,3,119,78
372.7,0.263,24.6,3,123,79
370.6,0.264,23.3,3,79,50
384.27,0.286,23.3,3,79,50
384.27,0.286,23.3,3,79,50
372.9,0.265,23.6,3,85,55
373.1,0.265,24.3,3,85,55
373.1,0.265,24.3,3,85,55
393.6,0.295,22.4,3,99,76
395.3,0.303,22.1,3,99,76
385.5,0.29,22.5,3,99,78
388.6,0.29,22.5,3,99,78
388.6,0.29,22.5,3,99,78
390.8,0.292,22.6,3,99,78
386.7,0.289,22.6,3,105,80
386.7,0.289,22.6,3,105,80
395.1,0.303,22.1,3,105,68
395.1,0.303,22.1,3,105,68
420.14,0.345,21.3,3,105,68
369.78,0.26,23.9,3,103,78
367.28,0.26,23.9,3,113,79
370.18,0.26,23.9,3,113,79
372.4,0.259,24.2,3,111,80
372.4,0.259,24.2,3,111,80
372.4,0.259,24.2,3,111,80
371.2,0.263,24.2,3,111,80
394.2,0.312,22.4,3,111,80
394.2,0.312,22.4,3,111,80
370.4,0.264,24.2,3,107,79
372.8,0.264,24.2,3,107,79
372.8,0.264,24.2,3,107,79
372.8,0.264,24.2,3,107,79
370.4,0.264,23.9,3,94,51
370.7,0.27,24.3,3,83,56
390.3,0.299,22.8,3,83,56
390.3,0.299,22.8,3,83,56
374,0.27,23.9,3,74,51
374.02,0.27,23.9,3,78,62
374,0.27,23.9,3,78,62
370.1,0.27,23.9,3,78,62
374.91,0.27,23.9,3,83,72
372.74,0.27,23.9,3,90,73
369.81,0.27,23.9,3,90,73
369.33,0.27,23.9,3,90,73
370.61,0.269,23.9,3,124,81
392.3,0.304,22.8,3,94,49
394.5,0.315,22.2,3,113,78
368.15,0.26,24.5,3,109,41
368.15,0.26,24.5,3,109,41
371,0.267,24.1,3,73,59
387.8,0.298,22.3,3,73,59
366.2,0.267,24.1,3,76,71
365.2,0.267,24.1,3,84,75
373.4,0.27,24.3,3,84,75
373.4,0.27,24.3,3,84,75
369.16,0.264,24.1,3,91,80
369.07,0.264,24.1,3,91,80
368.51,0.264,24.1,3,91,80
367.47,0.264,24.1,3,91,80
367.08,0.264,24.1,3,96,78
367.11,0.264,24.3,3,100,77
367.66,0.264,24.3,3,100,77
368.19,0.264,24.3,3,106,77
368.76,0.263,23.8,3,105,51
367.74,0.259,23.8,3,105,51
387.5,0.285,23.3,3,105,51
367.46,0.259,23.8,3,105,50
369.78,0.259,24.5,3,109,49
369.1,0.259,24.5,3,109,49
369.78,0.259,24.5,3,109,49
369.1,0.259,24.5,3,109,49
380.73,0.285,23.3,3,107,50
383.55,0.295,22.7,3,109,78
382.6,0.295,24.3,3,109,78
382.71,0.295,23.9,3,109,78
385.6,0.295,22.9,3,106,75
395.76,0.31,22.7,3,106,75
397.9,0.312,22.7,3,106,75
398.36,0.312,22.6,3,106,75
386.9,0.298,22.3,3,70,50
386.4,0.298,22.3,3,70,50
366.7,0.285,24.6,3,102,78
364.1,0.278,24.4,3,102,78
366.7,0.279,24.4,3,102,78
400.7,0.285,24.6,3,102,78
366.5,0.269,24.2,3,70,39
366.7,0.269,24.2,3,70,39
384.2,0.306,22.6,3,70,39
384.2,0.306,22.6,3,70,39
385.2,0.306,22.6,3,70,39
370.2,0.269,24.4,3,70,53
366.85,0.26,24.5,3,109,76
370.06,0.26,24.5,3,109,76
370.16,0.258,24.5,3,109,76
367.8,0.279,24.7,3,146,79
369.15,0.275,24.7,3,120,79
370.05,0.267,24.7,3,120,79
369.97,0.267,24.7,3,118,78
369.99,0.264,24.5,3,118,78
370.6,0.252,24.9,3,105,80
374.2,0.255,24.9,3,105,80
365.9,0.247,24.9,3,104,79
365.86,0.243,25,3,104,79
365.89,0.243,25,3,104,79
386.7,0.277,23.4,3,104,79
384.6,0.279,23,3,104,79
372.4,0.27,23.4,3,104,79
370.21,0.255,24.6,3,106,79
371.55,0.255,24.6,3,106,79
375.21,0.26,24.6,3,106,79
378.78,0.255,24.9,3,106,79
379.66,0.28,24.3,3,106,79
372.59,0.262,24.5,3,109,77
374.59,0.265,24.5,3,107,80
373.35,0.265,24.5,3,107,80
373.35,0.265,24.5,3,107,80
391.13,0.3,24.4,3,107,80
374.5,0.264,23.6,3,135,79
371.5,0.26,23.6,3,135,79
375.2,0.26,23.8,3,142,80
376.2,0.26,23.8,3,142,80
386.7,0.277,23.4,3,111,78
384.6,0.279,23,3,111,78
365.5,0.269,24.2,3,131,77
366.3,0.267,24.4,3,131,77
365.7,0.271,24.4,3,131,77
371.2,0.26,24,3,131,77
383.91,0.291,23.5,3,131,77
366.9,0.273,24.4,3,143,74
366.9,0.273,24.4,3,143,74
369.2,0.273,24.2,3,124,77
367.5,0.27,24.2,3,124,77
367.5,0.27,24.2,3,124,77
369.5,0.263,24.2,3,106,80
369.5,0.263,24.2,3,106,80
367.8,0.263,24.2,3,106,80
376.1,0.27,24.3,3,106,80
368.9,0.26,24.2,3,106,79
368.9,0.26,24.2,3,106,79
371.4,0.26,24.2,3,106,79
368.9,0.287,23.7,3,106,79
380.4,0.287,23.7,3,106,79
380.4,0.287,23.7,3,106,79
380.4,0.287,23.7,3,106,79
380.1,0.287,23.7,3,106,79
374.5,0.272,24,3,109,73
374.5,0.272,24,3,109,73
374.5,0.272,24,3,109,73
371.7,0.278,23.9,3,101,79
377.8,0.292,23.3,3,101,79
381.2,0.278,23.9,3,101,79
369.7,0.276,23.9,3,104,78
369.7,0.276,23.9,3,104,78
372.1,0.276,23.9,3,109,80
372.4,0.276,23.9,3,114,80
369.6,0.276,23.9,3,117,78
373.7,0.276,23.9,3,117,78
373.7,0.276,23.9,3,117,78
371.67,0.261,24,3,148,81
374.3,0.28,23.8,3,106,67
382.46,0.285,23.2,3,106,67
374.28,0.272,24,3,109,71
373.8,0.272,24,3,109,71
373.8,0.272,24,3,109,71
385.3,0.292,22.6,3,100,50
385.2,0.292,23,3,100,50
385.4,0.315,23,3,100,50
385.4,0.315,23,3,100,50
370.5,0.315,23,3,100,50
385.2,0.292,23,3,101,56
380.3,0.292,23,3,101,56
380.3,0.292,23,3,98,73
382.4,0.292,22.8,3,98,73
382.4,0.292,22.8,3,98,73
387.2,0.281,22.1,3,128,71
387.27,0.287,22.5,3,109,54
385.3,0.315,23,3,104,51
384.1,0.315,23,3,102,49
384.1,0.315,23,3,102,49
388.9,0.305,22.8,3,103,79
388.9,0.305,22.8,3,103,79
365.47,0.269,24.4,3,140,74
363.15,0.269,24.4,3,140,74
365.29,0.273,24.4,3,140,74
361.9,0.269,24.4,3,111,74
391.81,0.32,23.9,3,111,74
391.59,0.32,23.9,3,111,74
395.6,0.32,23.9,3,111,74
369.8,0.264,23.9,3,105,78
369.57,0.264,23.9,3,105,78
379.1,0.3,23.9,3,109,49
379,0.295,23.9,3,109,49
374.9,0.291,24,3,108,51
374.9,0.291,24,3,108,51
374.9,0.291,24,3,108,51
382.1,0.302,22.6,3,108,78
393.1,0.309,22.4,3,109,76
393,0.309,22.4,3,109,76
373.2,0.282,24.2,3,116,52
370.2,0.277,24.2,3,111,67
373.5,0.277,24.3,3,111,67
389.4,0.305,22.6,3,111,67
389.4,0.305,22.6,3,111,67
386.7,0.305,22.6,3,111,67
370.2,0.272,24,3,127,77
395.2,0.272,24,3,127,77
369.9,0.275,24,3,131,77
369.9,0.275,24,3,131,77
385.93,0.303,22.6,3,131,77
385.92,0.303,22.6,3,131,77
380.96,0.307,22.6,3,118,78
386.63,0.307,22.6,3,107,78
383.72,0.307,22.6,3,110,78
383.72,0.307,22.6,3,110,78
383.72,0.307,22.6,3,110,78
384.87,0.307,22.6,3,113,73
384.87,0.307,22.6,3,113,73
384.6,0.307,22.5,3,113,73
384.6,0.307,22.5,3,113,73
382.3,0.302,22.6,3,105,77
382.7,0.302,22.6,3,105,77
385.6,0.307,22.5,3,114,77
385.6,0.307,22.5,3,114,77
386.4,0.307,22.5,3,116,78
386.4,0.307,22.5,3,116,78
386.4,0.307,22.5,3,116,78
384.6,0.307,22.5,3,117,78
384.7,0.306,22.6,3,115,78
386.7,0.306,22.6,3,115,78
386.7,0.306,22.6,3,115,78
387.4,0.306,22.6,3,114,77
386.38,0.311,22.5,3,117,79
388.6,0.311,22.5,3,117,79
368.01,0.275,23.8,3,104,50
398.4,0.34,21.8,3,104,50
372.57,0.285,24.1,3,109,81
372.56,0.285,24.1,3,109,81
375.4,0.289,24.1,3,109,81
372.66,0.289,24.1,3,109,81
375.86,0.294,24.1,3,109,81
372.62,0.285,24.1,3,108,79
370.96,0.285,24.1,3,108,79
371.69,0.285,24.1,3,108,79
371.68,0.285,24.1,3,108,79
373.42,0.285,24.1,3,108,79
370.23,0.275,24.1,3,103,50
370.22,0.285,24.1,3,103,50
370.22,0.285,24.1,3,104,49
372.19,0.285,24.1,3,106,49
374.48,0.285,24.1,3,106,49
373.6,0.288,24.1,3,106,49
374.3,0.283,23.5,3,112,65
374.3,0.283,23.5,3,112,65
370.2,0.28,23.7,3,112,65
392.7,0.282,24,3,112,65
375,0.282,24,3,113,70
374.2,0.28,24,3,113,70
374.2,0.28,24,3,122,75
374.2,0.28,24,3,122,75
375.2,0.28,24,3,122,75
370.2,0.28,24,3,129,74
374.2,0.28,24,3,129,74
375.6,0.28,24,3,130,80
397.1,0.318,22.3,3,130,80
397.1,0.318,22.3,3,130,80
394.7,0.323,22.3,3,130,80
394.7,0.323,22.3,3,130,80
394.7,0.323,22.3,3,130,80
391.4,0.28,24,3,130,80
373.5,0.287,23.1,3,112,40
370.2,0.287,23.1,3,112,40
389.9,0.317,22,3,112,40
391.04,0.317,22,3,112,40
372.4,0.287,23.1,3,110,51
373.1,0.288,24.1,3,106,64
374.2,0.288,24.1,3,108,74
376.5,0.291,24.1,3,108,74
378.75,0.29,23.9,3,117,78
381.68,0.29,23.9,3,117,78
382.45,0.285,23.9,3,117,78
378.75,0.29,23.9,3,117,78
382.43,0.285,23.9,3,117,78
381.69,0.29,23.9,3,117,78
378.75,0.29,23.9,3,123,74
379.71,0.295,23.9,3,123,74
380.04,0.3,23.3,3,126,76
384.6,0.318,22.4,3,71,50
393.8,0.332,22.2,3,71,50
393.5,0.332,22.2,3,71,50
368.48,0.29,23.5,3,85,77
368.48,0.355,21.6,3,85,77
378.77,0.311,23,3,85,77
372.6,0.283,24.2,3,100,51
379.5,0.312,23.9,3,103,77
381.5,0.312,24.1,3,103,77
381.5,0.312,24.1,3,103,77
381.5,0.312,24.1,3,109,82
381.5,0.312,24.1,3,109,82
386.2,0.312,24.1,3,109,82
386.2,0.312,24.1,3,109,82
386.2,0.312,24.1,3,112,74
380.4,0.304,24.1,3,112,74
379.8,0.304,24.1,3,112,74
380.4,0.304,24.1,3,117,77
380.4,0.304,24.1,3,117,77
380.4,0.304,24.1,3,117,77
380.1,0.304,24.1,3,117,75
381.7,0.304,23.9,3,117,75
381.9,0.304,23.5,3,97,49
382.4,0.304,23.5,3,97,49
405.86,0.355,21.7,3,97,49
383.4,0.304,23.5,3,97,49
385,0.304,23.5,3,96,51
379,0.305,23.8,3,96,51
381.6,0.305,23.8,3,96,66
379.3,0.308,24,3,101,81
379.1,0.312,23.9,3,101,81
385.3,0.319,22.2,3,78,67
384.9,0.309,22.4,3,78,67
393.8,0.329,22.2,3,78,67
373.4,0.27,23.4,3,94,80
373.4,0.27,23.4,3,94,80
371.16,0.281,24.4,3,103,70
369.4,0.284,24.2,3,103,70
372.84,0.281,24.4,3,111,75
377.85,0.285,24.4,3,111,75
379.11,0.285,24.4,3,111,75
370.2,0.285,24.2,3,111,50
366.4,0.285,24.2,3,111,50
389.26,0.325,22.3,3,111,50
366.4,0.285,24.2,3,107,61
372.5,0.284,24.2,3,107,61
379.85,0.29,23.9,3,107,61
375.99,0.297,24,3,114,77
375.99,0.297,24,3,114,77
378.39,0.297,24,3,114,77
378.84,0.297,24,3,114,77
377.2,0.29,24.1,3,111,82
373.2,0.29,24.1,3,111,82
376.2,0.29,24.1,3,111,82
376.7,0.287,24.1,3,112,80
371.6,0.284,24.6,3,107,73
371.6,0.284,24.6,3,111,79
376.5,0.284,24.6,3,111,79
376.5,0.284,24.6,3,111,79
370.9,0.284,24.6,3,112,79
370.9,0.284,24.6,3,112,79
370.9,0.284,24.6,3,112,79
374.3,0.283,24.2,3,108,52
374.3,0.283,24.2,3,108,52
386.05,0.3,22.4,2.5,108,52
374.1,0.293,24.3,3,110,80
374.1,0.293,24.3,3,110,80
374.1,0.293,24.3,3,110,80
374.1,0.29,24.4,3,112,80
373.2,0.29,24.1,3,110,78
373.2,0.29,24.1,3,110,78
373.2,0.29,24.1,3,110,78
379.12,0.295,24.4,3,123,79
374.91,0.295,24.1,3,126,77
377.3,0.302,23.6,3,103,64
380.5,0.297,24,3,103,64
377.8,0.297,24,3,108,72
380.7,0.297,24,3,108,72
380.67,0.305,22.6,3,102,50
380.62,0.305,23.6,3,102,50
387.88,0.32,22.2,3,102,50
389.34,0.318,22.4,3,111,51
371.6,0.272,24.4,3,87,79
368.7,0.274,24.4,3,87,79
371.6,0.272,24.4,3,87,79
369.6,0.289,24.3,3,87,79
368.7,0.274,24.4,3,87,62
373.2,0.274,24.4,3,87,62
368.7,0.274,24.4,3,87,62
