y,x1,x2,x3,x4,x5
382.7,0.295,22.6,2.5,111,81
386.9,0.303,23.2,2.5,103,65
386.9,0.303,23.2,2.5,103,65
387.1,0.303,23.2,2.5,100,79
387.1,0.303,23.2,2.5,100,79
386.7,0.295,22.6,2.5,110,72
386.7,0.295,22.6,2.5,110,72
387.4,0.301,23.1,2.5,106,79
387.4,0.301,23.1,2.5,106,79
387.4,0.301,23.1,2.5,106,79
381.3,0.301,23.1,2.5,111,81
381.3,0.301,23.1,2.5,111,81
383.6,0.305,22.6,2.5,120,50
383.4,0.305,22.6,2.5,120,50
384.2,0.295,22.6,2.5,111,58
372.6,0.279,24.8,2.5,133,79
372.6,0.279,24.8,2.5,133,79
372.2,0.279,24.8,2.5,133,79
372.2,0.279,24.8,2.5,132,79
370.8,0.279,24.8,2.5,132,79
370.8,0.279,24.8,2.5,132,79
370.8,0.279,24.8,2.5,132,79
371.3,0.279,24.8,2.5,132,79
372.5,0.279,24.8,2.5,130,81
371.9,0.279,24.8,2.5,128,81
369.5,0.279,24.8,2.5,128,81
382.6,0.298,24.5,2.5,101,78
391.86,0.327,23,2.5,101,78
387,0.285,24.4,2.5,105,79
387.9,0.31,23.5,2.5,119,77
387.9,0.31,23.5,2.5,119,77
364.5,0.272,24.2,2.5,139,79
364.5,0.272,24.2,2.5,139,79
364.5,0.272,24.2,2.5,139,79
372.6,0.288,24,2.5,139,79
375.6,0.288,24,2.5,139,79
372.6,0.288,24,2.5,139,79
365.8,0.274,24.5,2.5,126,76
365.8,0.274,24.5,2.5,126,76
368.7,0.277,24.5,2.5,132,79
370.5,0.277,24.2,2.5,132,79
364.5,0.272,24.2,2.5,132,79
363.83,0.278,24.3,2.5,100,82
366.41,0.274,24.5,2.5,100,82
366.41,0.274,24.5,2.5,100,82
370.05,0.285,24.3,2.5,129,79
370.05,0.285,24.3,2.5,129,79
368.26,0.285,24.3,2.5,129,79
370.35,0.285,24.3,2.5,134,81
370.35,0.285,24.3,2.5,134,81
370.35,0.285,24.3,2.5,134,81
370.1,0.285,24.3,2.5,134,81
365.2,0.278,24.2,2.5,106,78
365.2,0.278,24.2,2.5,106,78
370,0.285,24.4,2.5,105,79
367.8,0.285,24.4,2.5,114,80
371.2,0.288,24.3,2.5,122,77
372.9,0.285,24.4,2.5,122,77
371.2,0.288,24.3,2.5,127,77
371.2,0.288,24.3,2.5,127,77
371.2,0.288,24.3,2.5,127,77
376.5,0.288,24.3,2.5,127,77
373.94,0.29,24.3,2.5,131,76
373.94,0.29,24.3,2.5,131,76
373.4,0.29,24.3,2.5,135,80
373.27,0.29,24.3,2.5,135,80
373.27,0.29,24.3,2.5,135,80
373.27,0.29,24.3,2.5,135,80
373.22,0.29,24.3,2.5,135,80
373.22,0.29,24.3,2.5,137,80
373.22,0.29,24.3,2.5,137,80
371,0.288,24,2.5,142,76
371,0.288,24,2.5,142,76
371.6,0.288,24,2.5,138,79
375.6,0.288,23.6,2.5,138,79
375.6,0.288,23.6,2.5,138,79
378.6,0.288,23.6,2.5,143,80
374,0.285,23.6,2.5,143,79
374,0.285,23.6,2.5,143,79
374.2,0.285,23.4,2.5,143,79
374.2,0.285,23.4,2.5,145,81
371.8,0.285,23.4,2.5,145,80
370.3,0.288,24.3,2.5,130,79
370.3,0.288,24.3,2.5,130,79
369.4,0.287,23.3,2.5,114,81
366.9,0.272,23.6,2.5,114,81
366.9,0.272,23.6,2.5,119,80
364.7,0.272,23.5,2.5,119,80
366.7,0.272,23.5,2.5,124,78
365.7,0.272,23.5,2.5,129,79
365.7,0.272,23.5,2.5,137,79
365.7,0.272,23.6,2.5,137,79
364.7,0.271,23.5,2.5,137,79
364.7,0.271,23.5,2.5,137,79
372.8,0.285,23.4,2.5,137,79
371.5,0.285,23.4,2.5,147,81
371.5,0.285,23.4,2.5,147,81
374.8,0.285,23.4,2.5,147,81
374.8,0.285,23.4,2.5,146,78
374.8,0.285,23.4,2.5,146,78
374.3,0.285,23.6,2.5,146,78
374.3,0.285,23.6,2.5,145,77
375.8,0.285,23.6,2.5,145,77
371.3,0.283,23.6,2.5,144,79
371.6,0.29,23.3,2.5,105,80
377.5,0.29,23.3,2.5,108,81
377.5,0.29,23.3,2.5,108,81
380.92,0.305,23.6,2.5,124,82
392.77,0.325,22.4,2.5,124,82
392.77,0.325,22.4,2.5,124,82
395.42,0.325,22.4,2.5,124,82
381.14,0.312,22.9,2.5,119,79
385.16,0.313,22.4,2.5,119,79
383.89,0.315,22.4,2.5,119,79
381.22,0.305,23.6,2.5,118,76
379.38,0.305,23.6,2.5,120,80
379.38,0.305,23.6,2.5,120,80
379.7,0.298,23.4,2.5,149,78
379.7,0.298,23.4,2.5,149,78
382.5,0.307,23.1,2.5,149,78
386.8,0.315,22.8,2.5,149,78
388.7,0.319,22.5,2.5,117,78
388.7,0.319,22.5,2.5,117,78
381.7,0.308,22.5,2.5,117,78
386.8,0.315,22.8,2.5,117,78
389.4,0.319,22.5,2.5,117,78
389.4,0.319,22.5,2.5,117,78
382.5,0.311,22.4,2.5,118,79
382.7,0.311,22.4,2.5,118,79
385.16,0.313,22.4,2.5,122,82
385.16,0.313,22.4,2.5,122,82
381.7,0.308,22.5,2.5,117,79
384.7,0.313,22.5,2.5,117,79
398.75,0.332,21.9,2.5,123,81
401.35,0.337,21.9,2.5,123,81
363.9,0.267,23.6,2.5,137,81
363.9,0.267,23.6,2.5,137,81
370.1,0.267,23.6,2.5,141,78
370.1,0.267,23.6,2.5,141,78
364.7,0.271,23.5,2.5,135,80
364.7,0.271,23.5,2.5,135,80
403.7,0.336,21.3,2.5,135,80
403.7,0.336,21.3,2.5,135,80
364.8,0.267,23.6,2.5,132,79
367.8,0.269,23.6,2.5,132,79
368.7,0.269,23.6,2.5,132,79
371.3,0.283,23.4,2.5,137,81
370.1,0.274,23.6,2.5,137,81
368.7,0.269,23.6,2.5,137,81
375.7,0.293,23.2,2.5,137,81
375.7,0.293,23.2,2.5,137,81
377.8,0.297,22.8,2.5,137,81
380.1,0.3,22.4,2.5,137,81
380.1,0.3,22.4,2.5,137,81
382.4,0.305,21.8,2.5,137,81
382.4,0.305,21.8,2.5,137,81
388.7,0.318,21.4,2.5,137,81
403.7,0.336,21.3,2.5,137,81
370.1,0.281,23.5,2.5,144,81
373,0.283,23.5,2.5,144,81
373.8,0.287,23.3,2.5,145,77
373.8,0.287,23.3,2.5,145,77
378.8,0.292,23,2.5,144,81
378.8,0.292,23,2.5,144,81
380.1,0.298,23,2.5,144,81
382.8,0.302,22.8,2.5,144,81
382.88,0.304,22.8,2.5,145,78
383.11,0.304,22.8,2.5,127,78
383.11,0.304,22.8,2.5,127,78
380.4,0.304,22.9,2.5,127,78
380.4,0.304,22.9,2.5,120,79
382.92,0.304,22.9,2.5,120,79
382.92,0.304,22.9,2.5,118,79
372.62,0.288,23.9,2.5,127,80
372.62,0.288,23.9,2.5,127,80
370.61,0.285,23.9,2.5,127,80
370.61,0.285,23.9,2.5,127,80
370.61,0.285,23.9,2.5,127,80
373.57,0.285,23.9,2.5,127,80
372.6,0.278,23.7,2.5,125,80
378,0.282,23.7,2.5,125,80
372.6,0.278,23.7,2.5,125,78
372.6,0.278,23.7,2.5,122,75
385.3,0.295,22.9,2.5,122,75
380.1,0.291,22.2,2.5,122,75
385.3,0.295,22.9,2.5,122,75
376.2,0.293,24,2.5,125,79
376.28,0.293,24,2.5,125,79
377.41,0.296,24,2.5,119,75
377.41,0.296,24,2.5,119,75
377.57,0.296,24,2.5,126,81
383.1,0.306,22.2,2.5,126,81
383.1,0.306,22.2,2.5,126,81
383.1,0.306,22.2,2.5,126,81
383.1,0.296,24,2.5,126,81
373.61,0.285,23.7,2.5,131,80
373.61,0.285,23.7,2.5,131,80
372.8,0.296,24,2.5,126,81
375.88,0.296,24,2.5,126,81
373.8,0.29,24,2.5,129,77
402.9,0.337,22,2.5,129,77
402.9,0.337,22,2.5,129,77
376.5,0.296,24,2.5,124,79
376.5,0.296,24,2.5,124,79
377.8,0.295,22.2,2.5,118,81
378.4,0.295,22.2,2.5,118,81
386.1,0.306,22.2,2.5,120,78
385.93,0.306,22.2,2.5,120,78
389.37,0.306,22.2,2.5,120,78
389.29,0.312,22.2,2.5,120,78
389.38,0.3,24.7,2.5,120,78
400.9,0.342,21.9,2.5,135,80
400.9,0.342,21.9,2.5,135,80
400.9,0.342,21.9,2.5,135,80
368.7,0.272,23.7,2.5,104,76
391.9,0.312,22.8,2.5,104,76
391.9,0.312,22.8,2.5,104,76
374.1,0.28,23.7,2.5,95,79
386.8,0.298,21.9,2.5,95,79
386.8,0.298,21.9,2.5,95,79
374.4,0.28,23.7,2.5,101,74
377.4,0.288,23.2,2.5,119,49
379.1,0.294,23.1,2.5,120,80
384,0.294,23.1,2.5,120,80
380.4,0.295,23.4,2.5,116,51
381.9,0.295,23.4,2.5,98,53
383,0.293,23.4,2.5,99,67
383,0.293,23.4,2.5,99,67
382.9,0.294,23.1,2.5,112,81
389.7,0.306,21.5,2.5,112,81
389.7,0.306,21.5,2.5,112,81
380.6,0.29,23.5,2.5,109,50
377.2,0.288,23.1,2.5,109,50
381.5,0.29,22.9,2.5,108,63
381.2,0.29,22.9,2.5,110,72
381.2,0.29,22.9,2.5,110,72
385.2,0.296,22.6,2.5,110,72
386.54,0.298,21.3,2.5,93,76
421.36,0.361,20.5,2.5,93,76
388.37,0.298,21.9,2.5,92,79
391.2,0.312,22.6,2.5,108,78
390.7,0.312,22.5,2.5,108,78
391.7,0.315,22.2,2.5,109,77
392.1,0.313,22.1,2.5,109,77
395.51,0.315,21.9,2.5,111,78
421.36,0.365,21.5,2.5,111,78
367.8,0.28,23.5,2.5,95,50
370,0.275,23.5,2.5,95,50
374.3,0.296,23.3,2.5,95,50
374.3,0.296,23.3,2.5,95,50
367.2,0.27,23.5,2.5,102,61
367.2,0.27,23.5,2.5,102,61
369.2,0.28,23.5,2.5,109,74
373.8,0.28,23.6,2.5,109,74
373.8,0.28,23.6,2.5,109,74
377.9,0.3,23.5,2.5,92,50
374.3,0.296,23.3,2.5,92,50
377.9,0.3,23.5,2.5,92,50
377,0.275,23.3,2.5,111,79
374.5,0.27,23,2.5,112,78
377.5,0.275,23.3,2.5,112,78
372.2,0.275,23.3,2.5,114,79
372.2,0.275,23.3,2.5,114,79
372.2,0.275,23.3,2.5,114,79
370.2,0.275,23.3,2.5,114,79
370.2,0.275,23.3,2.5,117,80
375.88,0.28,24,2.5,93,49
385.9,0.3,22,2.5,93,49
375.77,0.277,24,2.5,93,51
378.78,0.277,23.7,2.5,93,51
378.78,0.277,23.7,2.5,93,51
378.79,0.277,23.7,2.5,95,51
378.8,0.277,23.7,2.5,95,51
378.8,0.277,23.7,2.5,96,49
374.6,0.28,23.6,2.5,98,51
374.6,0.28,23.6,2.5,98,51
374.7,0.281,23.3,2.5,98,51
376.2,0.281,23.3,2.5,99,51
376.2,0.281,23.3,2.5,99,51
386.9,0.297,22.5,2.5,96,49
387.02,0.3,22,2.5,97,50
390.2,0.29,21.5,2.5,110,77
389.2,0.29,21.7,2.5,110,77
390.7,0.29,21.7,2.5,112,78
394.3,0.314,21.5,2.5,112,78
394.3,0.314,21.5,2.5,112,78
426.4,0.365,21.5,2.5,104,51
367.2,0.257,23.5,2.5,111,78
369.2,0.27,23.5,2.5,111,78
375.7,0.27,23.5,2.5,111,78
367.2,0.257,23.5,2.5,113,80
367.1,0.257,23.5,2.5,113,80
367.1,0.257,23.5,2.5,113,80
367.2,0.257,23.5,2.5,117,81
367.2,0.257,23.5,2.5,117,81
367.2,0.257,23.5,2.5,117,81
367.2,0.257,23.5,2.5,117,81
367.2,0.257,23.5,2.5,117,81
367.4,0.257,23.5,2.5,123,77
367.4,0.257,23.5,2.5,123,77
367.4,0.257,23.5,2.5,123,77
367.4,0.257,23.5,2.5,123,77
367.4,0.257,23.5,2.5,123,77
367.4,0.257,23.5,2.5,123,77
367.4,0.257,23.5,2.5,123,77
367.4,0.257,23.5,2.5,123,77
367.4,0.257,23.5,2.5,123,77
367.4,0.257,23.5,2.5,123,77
367.4,0.257,23.5,2.5,124,77
367.4,0.257,23.5,2.5,124,77
367.4,0.257,23.5,2.5,124,77
367.4,0.257,23.5,2.5,124,77
367.4,0.257,23.5,2.5,124,77
370.2,0.276,23.4,2.5,130,81
374,0.282,23.4,2.5,130,81
376.2,0.283,23.6,2.5,130,81
374.7,0.276,23.8,2.5,110,51
376.7,0.276,23.8,2.5,110,51
